"Winner","B_current_win_streak","B_Reach_cms","R_losses","B_current_lose_streak","title_bout","R_win_by_Submission","R_win_by_Decision_Split","weight_class"
"Red",0,190.5,1,1,1,0,0,5
"Red",0,172.72,5,1,1,2,0,3
"Red",0,167.64,0,0,1,0,0,4
"Blue",3,177.8,1,0,2,1,0,1
"Blue",3,187.96,0,0,1,0,0,8
"Red",1,190.5,6,0,1,0,0,5
"Blue",1,185.42,0,0,1,0,1,9
"Draw",1,187.96,0,0,1,0,1,9
"Blue",0,187.96,1,1,1,2,0,8
"Draw",1,172.72,0,0,1,2,0,1
"Blue",0,185.42,3,0,1,2,0,6
"Red",0,165.1,0,0,1,1,0,1
"Red",0,175.26,1,1,1,0,0,3
"Blue",0,182.88,1,1,1,0,0,7
"Blue",4,198.12,2,0,1,0,1,8
"Red",0,190.5,1,2,1,0,0,6
"Red",0,187.96,3,1,1,0,1,9
"Blue",2,198.12,2,0,1,1,0,8
"Red",1,167.64,1,0,1,0,0,1
"Red",1,190.5,4,0,1,2,0,7
"Blue",0,185.42,2,1,1,0,0,1
"Red",0,167.64,1,1,1,0,1,4
"Blue",1,193.04,2,0,1,0,0,8
"Red",1,160.02,1,0,1,0,0,1
"Red",2,187.96,0,0,2,3,0,8
"Red",0,187.96,5,2,1,2,1,6
"Red",0,180.34,1,3,1,0,0,8
"Blue",0,182.88,2,1,1,0,1,9
"Red",1,182.88,1,0,1,0,0,3
"Blue",2,177.8,1,0,1,1,0,1
"Red",1,185.42,6,0,1,0,2,7
"Blue",1,177.8,5,0,1,3,2,7
"Red",1,185.42,1,0,1,0,1,8
"Blue",0,182.88,4,3,1,0,0,7
"Blue",0,190.5,6,1,1,0,0,2
"Red",0,182.88,0,0,2,0,0,8
"Blue",0,177.8,0,0,2,0,0,3
"Red",4,185.42,2,0,1,0,0,5
"Blue",0,175.26,0,0,1,0,0,3
"Red",0,177.8,0,0,1,0,0,8
"Draw",0,182.88,1,0,1,0,0,3
"Red",0,177.8,3,1,1,0,2,7
"Red",0,177.8,6,2,1,0,2,7
"Red",2,190.5,0,0,1,0,1,9
"Blue",1,177.8,2,0,1,0,0,3
"Blue",2,180.34,0,0,1,0,1,3
"Red",0,185.42,3,0,1,1,2,9
"Blue",1,193.04,2,0,1,1,1,8
"Red",0,193.04,5,3,1,3,1,9
"Red",1,187.96,1,0,1,1,0,1
"Red",0,162.56,2,1,1,0,0,4
"Red",1,182.88,1,0,1,0,0,9
"Red",2,182.88,3,0,1,2,0,9
"Red",0,167.64,2,1,1,0,0,1
"Red",0,177.8,3,1,1,1,1,9
"Red",1,185.42,1,0,1,2,0,9
"Blue",0,177.8,4,3,1,1,1,3
"Red",0,170.18,1,1,1,0,0,1
"Red",1,177.8,0,0,1,0,0,7
"Red",0,165.1,1,1,1,0,0,7
"Blue",0,193.04,1,2,1,0,0,9
"Blue",2,182.88,1,0,1,0,1,9
"Red",0,177.8,0,0,2,0,0,7
"Blue",1,187.96,1,0,1,0,0,3
"Red",0,175.26,1,1,1,0,0,3
"Red",0,185.42,0,0,1,0,0,7
"Blue",0,170.18,0,0,1,0,0,7
"Red",0,177.8,0,0,1,0,0,7
"Blue",0,172.72,1,0,1,0,0,1
"Red",3,200.66,0,0,2,0,0,5
"Red",0,203.2,1,0,1,0,0,5
"Red",0,193.04,3,1,1,0,0,5
"Red",0,200.66,0,0,1,0,0,5
"Red",2,208.28,3,0,1,3,0,5
"Blue",2,180.34,0,0,1,1,0,3
"Blue",1,182.88,0,0,1,0,1,7
"Blue",0,193.04,2,2,1,0,0,8
"Red",0,177.8,4,1,1,0,2,9
"Blue",2,185.42,2,0,1,0,2,7
"Blue",0,193.04,2,0,1,0,1,6
"Red",2,175.26,3,0,1,0,0,3
"Red",4,182.88,0,0,1,1,0,3
"Red",0,180.34,1,1,1,2,0,7
"Red",1,172.72,1,0,1,0,2,1
"Red",0,190.5,3,1,1,1,0,6
"Blue",0,187.96,7,1,1,4,0,8
"Red",0,180.34,1,1,1,0,0,8
"Red",0,177.8,2,0,1,1,0,7
"Red",1,182.88,3,0,1,1,1,7
"Red",0,172.72,4,2,1,1,0,7
"Blue",0,180.34,2,1,1,0,0,1
"Blue",0,172.72,1,1,1,0,0,1
"Red",1,180.34,5,0,1,7,1,7
"Blue",3,175.26,5,0,1,3,1,9
"Blue",3,185.42,2,0,1,5,0,8
"Blue",1,208.28,4,0,1,0,0,5
"Blue",1,185.42,0,0,1,0,0,7
"Red",0,167.64,0,0,1,0,0,4
"Red",1,182.88,1,0,1,0,1,9
"Red",0,170.18,1,0,1,0,0,4
"Red",1,182.88,1,0,1,0,1,7
"Red",0,185.42,1,1,1,0,0,3
"Blue",0,190.5,4,1,1,1,0,8
"Red",4,190.5,1,0,2,4,0,6
"Red",1,193.04,1,0,1,1,0,9
"Blue",0,198.12,2,1,1,0,0,5
"Blue",3,177.8,1,0,1,0,0,1
"Red",0,182.88,4,3,1,4,0,7
"Red",0,185.42,1,0,1,0,0,5
"Red",1,190.5,5,0,1,1,0,9
"Blue",0,190.5,1,1,1,0,0,7
"Red",0,177.8,5,2,1,2,0,7
"Blue",0,177.8,2,0,1,0,0,9
"Red",0,180.34,0,0,1,0,0,3
"Red",0,187.96,1,2,1,2,0,6
"Red",0,182.88,3,1,1,1,0,8
"Blue",0,185.42,3,0,1,1,0,9
"Red",1,170.18,5,0,1,2,0,3
"Blue",1,175.26,3,0,1,2,0,9
"Red",0,167.64,1,1,1,0,0,1
"Blue",0,185.42,1,1,1,0,0,9
"Red",0,190.5,2,0,1,0,0,6
"Red",0,200.66,0,0,1,0,0,8
"Red",0,180.34,0,0,1,0,0,9
"Blue",1,182.88,5,0,1,1,0,9
"Draw",0,162.56,1,0,1,0,0,4
"Blue",2,185.42,0,0,1,2,0,8
"Red",1,198.12,1,0,1,0,0,6
"Red",0,195.58,3,0,1,2,0,6
"Blue",1,177.8,3,0,1,5,0,3
"Blue",0,193.04,1,0,1,2,0,8
"Red",1,193.04,1,0,1,1,0,9
"Blue",1,175.26,1,0,1,1,0,3
"Blue",0,190.5,0,0,1,0,0,5
"Blue",3,177.8,2,0,2,1,0,7
"Blue",1,187.96,3,0,1,0,1,6
"Red",2,208.28,1,0,1,0,0,5
"Blue",0,182.88,3,2,1,0,1,9
"Blue",2,187.96,3,0,1,0,1,8
"Red",1,177.8,0,0,1,0,1,3
"Red",2,180.34,1,0,1,0,1,7
"Blue",0,167.64,2,1,1,0,0,1
"Red",0,190.5,1,4,1,0,0,8
"Blue",1,160.02,1,0,1,0,1,1
"Blue",0,160.02,1,0,1,1,0,3
"Blue",5,180.34,4,0,1,0,1,9
"Red",1,193.04,3,0,1,3,0,5
"Blue",1,190.5,2,0,1,0,1,8
"Red",1,208.28,0,0,1,0,0,5
"Red",0,175.26,1,1,1,0,0,1
"Red",1,172.72,1,0,1,0,0,1
"Red",1,185.42,1,0,1,0,0,3
"Blue",0,177.8,0,0,1,0,0,7
"Red",0,165.1,0,0,1,0,0,7
"Blue",4,190.5,4,0,2,2,0,9
"Blue",0,195.58,2,1,1,0,0,5
"Red",1,177.8,5,0,1,3,0,9
"Red",2,167.64,0,0,1,1,0,1
"Red",1,195.58,5,0,1,3,0,8
"Red",0,175.26,0,0,1,1,0,3
"Blue",1,175.26,2,0,1,0,0,1
"Red",0,182.88,5,1,1,1,0,9
"Red",0,172.72,3,0,1,0,0,9
"Red",0,185.42,2,0,1,0,0,8
"Red",5,200.66,2,0,1,0,3,6
"Red",4,190.5,4,0,1,1,0,8
"Blue",3,198.12,3,0,1,5,0,8
"Red",0,172.72,2,2,1,1,2,7
"Red",0,182.88,1,1,1,0,0,3
"Red",0,182.88,2,2,1,0,0,7
"Blue",0,208.28,3,0,1,0,0,5
"Red",0,198.12,2,1,1,0,1,8
"Blue",0,180.34,5,1,1,0,2,7
"Blue",1,182.88,2,0,1,0,1,9
"Red",0,170.18,0,0,1,0,0,1
"Red",0,205.74,4,1,1,0,0,5
"Red",0,190.5,7,3,1,0,1,8
"Blue",0,177.8,1,0,1,0,0,7
"Red",0,187.96,2,2,1,0,0,9
"Red",0,182.88,2,0,1,0,0,7
"Red",0,175.26,0,0,1,0,0,3
"Red",2,167.64,0,0,2,0,0,3
"Red",2,198.12,5,0,1,1,0,8
"Red",1,185.42,2,0,1,4,0,8
"Blue",0,182.88,0,0,1,0,0,9
"Red",1,185.42,0,0,1,0,1,7
"Red",2,177.8,5,0,1,2,0,7
"Red",0,200.66,5,0,1,2,0,5
"Red",1,172.72,0,0,1,0,0,3
"Blue",0,187.96,2,1,1,0,0,9
"Red",0,172.72,1,0,1,0,0,3
"Blue",0,203.2,2,0,1,1,0,5
"Red",4,185.42,5,0,1,7,1,7
"Blue",2,175.26,2,0,1,3,1,9
"Blue",3,200.66,3,0,1,0,1,6
"Blue",1,180.34,2,0,1,0,0,3
"Red",1,182.88,2,0,1,0,0,3
"Blue",1,180.34,1,0,1,0,0,7
"Red",0,193.04,2,1,1,0,1,9
"Red",0,177.8,2,1,1,0,2,7
"Blue",0,170.18,4,1,1,2,0,3
"Red",1,187.96,1,0,2,3,0,6
"Red",1,195.58,5,0,1,7,0,5
"Blue",0,190.5,10,2,1,2,2,6
"Blue",2,185.42,0,0,1,1,0,9
"Blue",1,182.88,1,0,1,1,0,3
"Blue",1,193.04,2,0,1,2,0,6
"Blue",1,185.42,2,0,1,0,0,8
"Blue",0,182.88,0,1,1,0,0,7
"Blue",1,172.72,0,0,1,0,0,1
"Red",0,172.72,4,1,1,4,0,7
"Blue",0,193.04,1,0,1,0,0,9
"Blue",0,182.88,0,0,1,0,0,7
"Red",0,182.88,3,1,1,0,1,8
"Red",0,167.64,0,0,2,0,0,3
"Blue",0,167.64,0,0,2,0,0,1
"Red",1,185.42,0,0,1,0,0,7
"Blue",0,180.34,0,0,1,0,0,1
"Blue",0,172.72,0,0,1,0,0,1
"Red",0,167.64,0,0,1,0,0,1
"Red",0,172.72,0,0,1,0,0,3
"Blue",3,187.96,3,0,1,0,0,6
"Red",0,175.26,6,0,1,0,0,8
"Red",2,177.8,1,0,1,0,0,1
"Blue",0,182.88,2,2,1,1,2,9
"Red",4,193.04,6,0,1,2,0,6
"Red",0,180.34,2,2,1,0,0,6
"Red",0,180.34,0,0,1,0,1,1
"Blue",2,198.12,2,0,1,1,0,8
"Red",1,177.8,5,0,1,3,1,7
"Red",0,172.72,1,1,1,0,0,1
"Blue",1,187.96,4,0,1,1,0,9
"Red",0,190.5,1,1,1,0,0,7
"Blue",7,195.58,0,0,2,0,0,5
"Blue",2,177.8,5,0,1,4,2,7
"Red",2,185.42,0,0,1,0,0,3
"Blue",1,180.34,0,0,1,0,0,3
"Red",0,187.96,3,1,1,2,0,9
"Blue",0,162.56,1,0,1,0,0,1
"Draw",1,180.34,0,0,1,1,0,3
"Red",0,182.88,2,2,1,0,0,1
"Blue",3,182.88,6,0,1,2,1,8
"Blue",1,177.8,0,0,1,0,0,1
"Red",0,187.96,5,0,1,0,0,9
"Blue",1,190.5,1,0,1,0,0,6
"Red",1,177.8,0,0,1,0,0,9
"Blue",0,208.28,1,0,1,1,0,5
"Red",0,185.42,4,1,1,0,0,3
"Blue",0,193.04,0,0,1,0,0,9
"Red",0,167.64,1,0,1,0,0,1
"Blue",2,193.04,8,0,1,4,0,9
"Red",5,200.66,5,0,1,0,0,5
"Blue",0,182.88,5,2,1,1,0,5
"Red",0,175.26,0,1,1,0,0,1
"Red",1,182.88,0,0,1,0,0,3
"Blue",3,185.42,4,0,1,2,0,7
"Blue",0,177.8,5,0,1,1,1,3
"Red",0,195.58,6,2,1,1,0,6
"Red",0,182.88,1,1,1,0,0,7
"Blue",0,198.12,1,0,1,0,1,8
"Blue",0,195.58,0,0,1,0,0,8
"Red",0,177.8,2,1,2,1,0,7
"Red",1,187.96,0,0,2,0,0,3
"Red",3,187.96,4,0,1,0,0,8
"Blue",0,177.8,3,2,1,1,1,3
"Blue",1,180.34,4,0,1,0,2,7
"Red",0,187.96,3,3,1,5,0,8
"Red",2,180.34,1,0,1,0,0,7
"Blue",0,203.2,2,0,1,0,0,5
"Blue",1,180.34,0,0,1,1,0,3
"Red",0,190.5,2,2,1,0,1,8
"Blue",0,185.42,3,3,1,1,0,8
"Red",2,167.64,0,0,2,0,0,1
"Blue",0,213.36,3,1,1,0,0,5
"Red",2,182.88,3,0,1,0,0,9
"Red",1,177.8,4,0,1,2,0,7
"Red",0,180.34,5,2,1,2,1,7
"Blue",1,185.42,1,0,1,0,0,7
"Red",0,175.26,0,0,1,0,0,1
"Blue",0,182.88,1,1,1,0,0,7
"Red",0,190.5,6,1,1,2,0,9
"Red",2,185.42,1,0,2,2,0,6
"Blue",0,185.42,6,1,1,5,0,9
"Blue",1,182.88,1,0,1,0,0,5
"Red",1,187.96,1,0,1,0,0,5
"Red",0,177.8,5,1,1,6,1,7
"Red",1,175.26,0,0,1,0,0,7
"Blue",1,187.96,0,0,1,1,0,8
"Red",0,182.88,1,1,1,0,1,1
"Red",0,193.04,1,1,1,0,0,6
"Blue",4,180.34,1,0,1,0,1,9
"Red",1,180.34,0,0,1,2,0,8
"Blue",1,180.34,0,0,1,0,0,3
"Red",1,203.2,4,0,1,3,1,8
"Blue",0,185.42,1,1,1,1,0,7
"Red",1,190.5,2,0,1,1,2,7
"Blue",0,185.42,2,0,1,0,0,9
"Blue",0,187.96,0,1,1,0,1,9
"Red",0,180.34,1,0,1,0,0,9
"Red",3,190.5,0,0,2,3,0,8
"Red",2,195.58,3,0,1,0,0,6
"Blue",2,190.5,1,0,1,0,0,7
"Red",4,198.12,2,0,1,1,0,5
"Blue",0,180.34,3,0,1,0,0,6
"Red",0,177.8,5,1,1,2,0,7
"Red",0,187.96,2,1,1,4,0,8
"Red",0,193.04,3,1,1,1,0,9
"Red",0,180.34,1,0,1,0,0,1
"Red",0,185.42,0,0,1,0,0,3
"Blue",0,172.72,3,1,1,0,2,9
"Blue",1,177.8,1,0,1,3,0,7
"Red",0,187.96,0,2,1,1,0,7
"Blue",1,177.8,2,0,1,1,0,9
"Blue",0,190.5,3,1,1,2,0,8
"Red",0,175.26,0,1,1,0,0,1
"Red",3,193.04,5,0,1,2,0,8
"Red",1,190.5,0,0,1,0,0,6
"Red",0,185.42,0,1,1,0,0,3
"Red",1,180.34,2,0,1,0,2,7
"Red",1,187.96,2,0,1,0,3,6
"Red",0,185.42,5,2,1,1,0,8
"Blue",1,185.42,4,0,1,1,0,9
"Blue",0,185.42,6,1,1,0,1,8
"Red",3,187.96,1,0,1,1,0,9
"Blue",2,200.66,3,0,1,0,0,6
"Red",1,170.18,0,0,1,0,0,3
"Red",1,172.72,1,0,1,0,0,1
"Red",3,177.8,1,0,1,0,0,9
"Red",0,177.8,3,1,1,0,0,3
"Red",1,170.18,0,0,2,0,0,1
"Blue",0,187.96,5,1,1,0,0,8
"Red",3,172.72,4,0,1,2,0,7
"Red",0,187.96,9,1,1,1,2,6
"Red",3,193.04,1,0,1,0,1,9
"Red",1,182.88,4,0,1,0,2,7
"Blue",0,177.8,1,1,1,4,0,7
"Red",1,172.72,0,0,1,1,0,1
"Blue",1,185.42,0,0,1,0,0,8
"Red",0,185.42,1,2,1,0,0,7
"Red",1,187.96,5,0,1,0,0,5
"Red",6,180.34,1,0,1,0,0,9
"Red",0,180.34,4,2,1,1,0,9
"Blue",4,200.66,1,0,1,1,0,5
"Red",0,170.18,5,2,1,1,1,3
"Blue",0,175.26,7,0,1,3,0,3
"Blue",0,182.88,2,1,1,2,1,9
"Draw",0,187.96,1,1,1,1,1,7
"Red",0,177.8,0,2,1,0,0,3
"Blue",6,195.58,1,0,1,0,0,5
"Red",1,170.18,4,0,1,7,0,3
"Red",2,182.88,2,0,1,0,1,8
"Blue",1,185.42,0,0,1,0,0,7
"Blue",1,177.8,4,0,1,2,1,7
"Blue",1,195.58,2,0,1,1,0,6
"Red",0,185.42,0,0,1,0,0,8
"Red",0,185.42,0,0,1,0,0,3
"Red",0,198.12,2,0,1,0,0,5
"Red",0,172.72,1,3,1,0,0,3
"Blue",0,193.04,0,0,2,0,0,9
"Red",0,182.88,5,0,1,4,2,7
"Red",0,190.5,5,1,1,2,0,8
"Blue",3,193.04,0,0,1,0,0,6
"Blue",1,180.34,0,0,1,0,0,7
"Blue",0,182.88,1,2,1,0,0,3
"Red",0,177.8,0,0,1,0,0,9
"Red",0,180.34,0,0,1,0,0,1
"Red",0,172.72,1,0,1,0,0,1
"Red",5,193.04,2,0,1,0,1,6
"Red",0,182.88,5,1,1,7,0,5
"Blue",0,200.66,2,1,1,2,0,5
"Blue",5,180.34,4,0,1,0,0,9
"Red",0,187.96,2,2,1,1,0,8
"Blue",1,167.64,0,0,1,0,0,1
"Blue",0,187.96,5,1,1,2,2,8
"Red",0,180.34,5,1,1,2,1,7
"Red",1,160.02,0,0,1,0,0,1
"Blue",0,177.8,0,0,1,0,0,1
"Red",1,182.88,2,0,2,2,1,9
"Red",3,172.72,0,0,2,0,0,3
"Red",3,190.5,2,0,1,1,0,6
"Red",0,180.34,3,1,1,0,1,6
"Blue",0,177.8,3,0,1,4,0,7
"Blue",0,193.04,4,1,1,6,1,9
"Red",1,193.04,1,0,1,0,1,9
"Blue",2,190.5,1,0,1,2,1,9
"Red",0,162.56,1,0,1,0,0,1
"Red",0,193.04,6,1,1,3,0,8
"Blue",1,185.42,0,0,1,0,0,3
"Red",0,190.5,0,1,1,2,0,6
"Red",0,187.96,3,2,1,0,0,9
"Blue",1,187.96,2,0,1,2,0,9
"Red",1,175.26,0,0,1,0,0,3
"Blue",2,185.42,0,0,1,0,1,5
"Blue",0,182.88,0,0,1,0,0,3
"Red",0,193.04,1,2,1,0,0,9
"Red",0,175.26,0,0,1,0,0,1
"Blue",0,205.74,1,1,1,1,0,5
"Red",1,190.5,1,0,1,0,0,9
"Blue",0,185.42,2,2,1,0,0,8
"Blue",3,213.36,2,0,2,0,0,6
"Red",0,175.26,0,0,1,0,0,1
"Red",0,172.72,1,0,1,3,0,7
"Blue",0,187.96,3,1,1,3,1,8
"Blue",3,198.12,4,0,1,1,0,5
"Red",0,195.58,3,1,1,0,0,6
"Red",0,190.5,0,0,1,0,0,7
"Blue",2,187.96,4,0,1,3,0,9
"Blue",0,180.34,4,1,1,4,0,7
"Blue",1,182.88,0,0,1,0,0,2
"Red",0,167.64,0,0,1,0,0,3
"Red",0,182.88,4,1,1,0,1,9
"Blue",1,182.88,2,0,1,2,0,8
"Blue",0,198.12,5,0,1,0,1,8
"Red",0,167.64,0,0,1,0,0,1
"Blue",0,205.74,2,1,1,1,0,6
"Blue",0,180.34,6,0,1,3,0,7
"Blue",0,182.88,4,0,1,2,0,7
"Red",0,175.26,0,0,1,0,0,1
"Blue",0,180.34,3,1,1,2,0,8
"Blue",0,180.34,1,1,1,0,0,8
"Draw",5,193.04,7,0,1,4,0,9
"Red",3,185.42,3,0,1,0,1,8
"Blue",2,177.8,0,0,1,4,0,7
"Red",4,172.72,0,0,1,0,0,9
"Blue",2,193.04,0,0,1,0,1,8
"Red",1,177.8,1,0,1,0,0,7
"Red",1,190.5,1,0,1,1,0,6
"Red",0,185.42,0,0,1,0,0,8
"Red",0,193.04,1,1,1,0,0,5
"Red",1,187.96,0,0,2,3,0,8
"Red",1,190.5,4,0,1,2,1,6
"Red",5,187.96,1,0,1,1,0,6
"Red",1,177.8,1,0,1,0,0,9
"Red",0,160.02,0,0,1,0,0,1
"Red",1,177.8,0,0,1,0,0,7
"Red",0,172.72,0,2,1,0,0,3
"Blue",0,167.64,0,0,1,0,0,1
"Red",1,193.04,1,0,1,0,1,6
"Red",0,187.96,1,0,1,1,0,9
"Red",0,177.8,4,1,1,0,2,7
"Red",0,193.04,0,3,1,0,0,5
"Red",0,182.88,0,1,1,1,0,3
"Red",0,190.5,2,1,1,0,0,5
"Blue",2,172.72,2,0,1,4,0,7
"Blue",1,185.42,0,0,1,1,0,7
"Red",0,187.96,2,1,1,1,0,9
"Red",0,177.8,0,2,1,0,0,3
"Blue",0,160.02,1,0,1,0,0,1
"Draw",8,177.8,1,0,2,1,0,7
"Blue",1,187.96,5,0,1,2,1,8
"Draw",0,187.96,5,1,1,1,0,6
"Blue",2,193.04,3,0,1,6,1,9
"Red",1,177.8,5,0,1,3,2,7
"Red",0,177.8,5,1,1,0,1,7
"Red",0,187.96,0,0,1,0,0,3
"Blue",1,187.96,6,0,1,0,0,8
"Blue",0,170.18,1,0,1,0,0,3
"Red",1,185.42,1,0,1,1,1,9
"Red",3,185.42,2,0,2,2,1,9
"Red",1,205.74,2,0,1,2,0,5
"Red",2,187.96,1,0,1,2,0,7
"Blue",0,177.8,5,1,1,3,0,7
"Red",0,180.34,4,1,1,0,0,9
"Blue",1,187.96,6,0,1,2,0,8
"Red",0,193.04,3,2,1,3,0,7
"Blue",0,193.04,1,0,1,0,0,9
"Blue",0,187.96,2,1,1,0,1,9
"Red",0,185.42,0,0,2,0,0,7
"Red",1,193.04,6,0,1,2,0,6
"Blue",1,182.88,4,0,1,2,2,8
"Blue",4,180.34,0,0,1,0,0,9
"Blue",0,175.26,0,1,1,0,0,3
"Blue",0,172.72,0,0,1,0,0,1
"Blue",0,185.42,0,0,1,0,0,3
"Blue",1,198.12,0,0,1,0,0,8
"Red",0,187.96,2,1,1,0,0,6
"Blue",0,177.8,5,2,1,5,0,9
"Red",1,187.96,0,0,1,1,0,6
"Red",1,180.34,0,0,1,3,0,7
"Blue",1,180.34,3,0,1,1,0,9
"Blue",0,182.88,1,1,1,0,1,8
"Blue",1,182.88,4,0,1,1,1,9
"Blue",2,172.72,4,0,1,1,1,7
"Blue",2,190.5,3,0,1,2,0,8
"Red",0,185.42,4,1,1,1,0,7
"Red",0,190.5,2,2,1,1,0,9
"Red",0,205.74,2,2,1,2,0,6
"Red",0,193.04,2,2,1,0,0,9
"Red",1,185.42,0,0,1,0,0,8
"Blue",0,190.5,3,1,1,0,0,6
"Blue",0,177.8,1,0,1,0,0,9
"Blue",6,195.58,1,0,2,1,0,5
"Red",2,182.88,0,0,1,0,0,9
"Red",0,185.42,4,1,1,0,1,9
"Blue",4,193.04,8,0,1,1,2,6
"Red",0,193.04,1,1,1,0,0,5
"Red",1,193.04,0,0,1,1,0,8
"Blue",0,187.96,6,2,1,0,1,8
"Blue",1,187.96,1,0,1,0,0,9
"Red",0,182.88,5,1,1,0,1,7
"Red",0,180.34,0,0,1,0,0,8
"Red",0,195.58,0,2,1,0,1,5
"Red",0,185.42,3,1,1,0,1,8
"Blue",2,190.5,1,0,1,0,2,9
"Blue",1,187.96,0,0,1,0,0,9
"Draw",1,200.66,4,0,1,0,0,5
"Blue",1,190.5,1,0,1,1,0,9
"Blue",0,200.66,0,1,1,0,0,6
"Blue",0,190.5,1,0,1,0,0,6
"Red",2,185.42,5,0,1,7,0,5
"Blue",4,187.96,0,0,1,0,1,6
"Blue",3,172.72,6,0,1,1,1,9
"Red",4,177.8,4,0,1,1,0,7
"Red",2,180.34,4,0,1,0,1,7
"Red",1,190.5,2,0,1,1,0,8
"Red",2,190.5,0,0,1,0,0,5
"Blue",0,205.74,0,0,1,0,0,5
"Red",3,180.34,3,0,1,2,0,8
"Blue",1,187.96,1,0,1,0,0,7
"Red",2,180.34,1,0,1,2,0,7
"Red",3,175.26,2,0,1,3,0,7
"Red",1,175.26,4,0,1,1,1,7
"Blue",1,193.04,1,0,1,0,0,6
"Blue",0,198.12,2,1,1,1,0,8
"Red",0,193.04,0,0,1,0,0,8
"Red",0,193.04,0,0,1,0,0,9
"Red",0,180.34,2,2,1,0,0,9
"Red",0,177.8,1,1,2,1,0,7
"Red",1,187.96,2,0,1,5,0,8
"Blue",7,177.8,3,0,1,7,0,7
"Red",1,177.8,3,0,1,5,1,9
"Blue",1,172.72,1,0,1,0,0,7
"Red",1,187.96,3,0,1,2,0,8
"Blue",0,185.42,1,1,1,1,0,9
"Red",3,187.96,0,0,2,2,0,8
"Red",0,177.8,1,1,1,3,1,9
"Red",3,177.8,5,0,1,2,2,7
"Red",3,187.96,5,0,1,4,0,9
"Blue",5,195.58,0,0,1,0,0,5
"Blue",3,180.34,3,0,1,4,0,9
"Blue",2,200.66,2,0,1,0,0,6
"Red",1,182.88,0,0,1,0,0,9
"Red",0,205.74,2,0,1,2,0,5
"Blue",0,182.88,2,4,1,1,0,9
"Red",2,187.96,1,0,1,1,0,6
"Blue",1,190.5,1,0,1,0,1,8
"Blue",1,180.34,0,0,1,0,2,9
"Blue",0,177.8,3,1,1,1,1,7
"Blue",1,180.34,2,0,1,1,0,7
"Blue",1,187.96,1,0,1,1,0,9
"Blue",0,193.04,5,2,1,0,0,6
"Red",0,185.42,2,1,1,0,0,8
"Blue",0,187.96,0,0,1,0,0,7
"Red",0,190.5,2,1,1,2,0,8
"Red",4,203.2,1,0,2,0,0,5
"Red",1,185.42,5,0,1,1,1,8
"Red",0,190.5,9,1,1,4,0,9
"Blue",0,198.12,1,3,1,2,0,6
"Red",4,177.8,0,0,1,3,0,7
"Red",1,193.04,1,0,1,0,0,5
"Blue",0,193.04,2,0,1,0,0,6
"Red",0,205.74,4,1,1,2,1,8
"Red",0,198.12,0,0,1,0,0,8
"Blue",0,187.96,3,1,1,0,0,9
"Red",0,190.5,0,0,1,0,1,5
"Red",0,193.04,0,0,2,0,0,8
"Blue",3,193.04,6,0,1,0,2,6
"Red",3,185.42,5,0,1,1,1,8
"Blue",0,177.8,4,1,1,2,0,7
"Red",0,187.96,0,0,1,0,0,8
"Blue",0,200.66,0,0,1,0,0,5
"Blue",0,190.5,6,1,1,0,0,6
"Red",1,187.96,3,0,1,0,0,5
"Blue",1,182.88,1,0,1,1,0,9
"Red",0,195.58,1,1,1,0,0,5
"Red",1,193.04,1,0,1,0,1,9
"Blue",3,177.8,2,0,1,1,1,7
"Blue",1,172.72,3,0,1,2,0,7
"Blue",0,187.96,4,1,1,0,0,8
"Red",0,190.5,1,1,1,1,0,9
"Blue",0,190.5,1,0,1,0,0,9
"Red",0,182.88,2,1,1,1,0,9
"Blue",1,190.5,1,0,1,0,0,6
"Red",0,187.96,3,2,1,0,1,8
"Blue",1,185.42,0,0,1,0,0,5
"Blue",1,190.5,1,0,1,0,0,6
"Blue",3,190.5,3,0,1,0,1,9
"Blue",1,193.04,1,0,1,1,0,9
"Blue",0,205.74,2,0,1,0,0,6
"Blue",0,193.04,2,1,1,0,0,8
"Blue",0,193.04,0,1,2,1,0,6
"Red",2,193.04,4,0,1,3,0,9
"Blue",1,180.34,4,0,1,0,1,7
"Blue",1,185.42,5,0,1,0,1,8
"Blue",0,190.5,1,4,1,1,0,8
"Red",0,185.42,4,1,1,4,1,9
"Blue",2,175.26,1,0,1,0,1,9
"Red",0,193.04,0,2,1,0,0,5
"Blue",0,187.96,2,1,1,2,0,9
"Blue",0,187.96,5,1,1,3,0,8
"Red",1,182.88,0,0,2,2,0,8
"Blue",3,172.72,5,0,2,4,0,7
"Blue",2,177.8,2,0,1,3,0,7
"Blue",2,182.88,3,0,1,2,1,8
"Blue",1,200.66,0,0,1,0,0,6
"Blue",2,180.34,0,0,1,1,0,9
"Red",0,185.42,1,1,1,1,0,9
"Red",0,195.58,0,2,1,0,1,5
"Red",0,177.8,3,0,1,6,0,7
"Red",3,213.36,0,0,1,0,0,5
"Blue",2,185.42,2,0,1,0,0,8
"Red",3,177.8,0,0,1,0,0,7
"Red",1,180.34,1,0,1,0,0,7
"Blue",0,172.72,3,1,1,0,1,7
"Blue",1,180.34,6,0,1,0,0,7
"Red",0,187.96,0,0,1,0,0,8
"Red",0,180.34,0,0,1,0,0,9
"Red",4,187.96,2,0,2,2,1,9
"Blue",3,203.2,4,0,2,7,0,5
"Red",0,185.42,3,1,1,3,0,7
